gene bait_usage
ANXA8 1
UGGT1 1
TPSAB1 1
GPR35 2
L3MBTL1 7
NAP1L3 1
PTCD1 1
SREBF1 3
RNF168 6
EFNB3 1
PPP1R7 5
ARNT2 3
TBC1D9B 1
BHLHE23 1
CD164L2 1
ZNF85 1
MKX 3
HTR2C 6
KLF3 4
TRIM42 2
KLHL29 3
STAP1 4
STOM 5
STX6 8
TAAR1 1
NOL10 1
NMNAT3 1
ARL13B 1
RHAG 1
ST6GALNAC3 1
TRMT10C 3
NECTIN4 4
NDUFAB1 2
PSMD5 5
RPL12 1
FANK1 2
PRRT2 2
SPATA17 1
RAB40AL 1
TRAP1 1
TVP23A 1
MRM3 3
TIMM22 2
CTF1 2
PATZ1 2
ZNF77 1
SENP1 3
LRRC8B 3
ZNF140 1
SDHAF2 3
ZNF660 1
SMCHD1 1
ZNF860 1
ZNF764 2
PFN1 3
BCL6B 3
CMYA5 1
SMIM43 1
HHIP 2
MPHOSPH8 3
NEFL 4
RGS8 3
MAS1 2
MTSS1 1
ITGAV 5
SHQ1 2
CCBE1 2
TCF20 2
HMGA2 3
DPT 3
RENBP 1
CASR 1
UBXN1 4
WDR88 1
PLEKHH2 2
SND1 4
CHRM4 2
IL3RA 1
SIX4 1
RFK 1
LBR 2
OASL 1
MEF2C 5
CAPZA2 2
FZD6 3
RALY 4
THOC6 1
SFTPA1 1
PAAF1 2
RNF144B 2
ITGAM 3
DDI1 2
SETD1A 1
APOL3 1
C4orf19 1
PSMB4 4
ZNF627 2
BCAS1 1
ODF4 2
ERGIC2 1
CELA2B 3
MYF6 2
CAMK1 3
SATB2 4
SLC33A1 2
CLTB 2
C1orf109 4
HGH1 1
OGG1 2
DPY30 6
TIMM50 1
LHFPL4 1
KLHDC7B 1
SENP8 1
BTN2A1 1
KRTAP6-2 1
SYT3 2
GAN 6
CTDP1 3
ERI2 1
CCDC68 4
ZNF254 1
CECR2 1
PCED1A 1
C16orf87 4
ZIC3 1
PTBP3 1
TANK 8
PPP2R3A 3
LURAP1L 1
PADI1 1
SURF2 3
ADA 1
REL 5
ANGPT2 2
TMF1 1
CTBP2 6
ARHGEF3 2
RBM6 1
SLC39A8 1
VSX2 2
FOSL1 3
ABHD4 1
SYBU 1
UBE2D2 5
SHARPIN 6
ROCK1 4
MATR3 5
SPDYE2 1
TUBA3E 4
AHSA1 3
SLC12A6 1
TRIP4 1
PHF10 4
NPR1 1
MOB3B 2
ATP5MJ 1
GJB4 2
XRCC6 16
CR1 4
PLCB3 1
RPP21 3
ADRA1B 3
MBD2 5
VAV3 5
TRIM8 2
PHLDA2 1
APBA2 3
RPL26 1
CFHR5 3
ATOX1 3
FADS6 1
SNRNP200 4
DEFA5 2
TUBB2A 4
MUS81 6
VGLL3 1
STK39 1
CDS1 2
LRRIQ3 1
ROR2 5
MGLL 3
RAD54B 2
EID2 1
ZSCAN1 3
ARHGAP25 3
IFIT5 2
CCDC116 4
KRTAP13-4 1
FNDC5 1
KDM5B 2
C8orf33 5
TMEM97 2
GLO1 1
KIAA0087 1
CXorf38 1
TTC3 2
GRP 1
ABL1 42
PABPC1 20
SLC39A13 2
ATAD1 2
ESYT3 1
CHRNB4 1
ZFP36 2
ARHGEF7 13
LONP2 1
ADAMTS4 1
ZNF320 1
ZZZ3 5
GRK4 3
BIN1 13
INSR 23
TMPRSS11B 1
USP28 1
NIFK 3
RNF208 2
COASY 4
TAFAZZIN 2
AMOTL2 3
EDA2R 2
FBXL3 5
TRAPPC14 2
UBTD1 2
PRKN 21
FOXA2 1
ZMAT1 1
PCDHA11 1
UQCRH 3
FAM187B 1
DNASE2B 1
DGCR8 5
TSEN54 2
CHMP3 6
TBX6 3
NIPAL3 3
TMEM266 2
HBP1 3
TRAPPC6B 2
MARCHF7 1
HRH1 1
NME4 4
SMG7 1
RBFOX1 7
GDF9 1
DOT1L 6
KIFAP3 5
CD79B 4
RALGDS 4
AMPH 3
HIGD1A 1
RNF169 2
SFTPD 2
ADGRB1 3
PTPRM 2
RPS6KA6 5
SPDYE6 1
CSF2RB 4
HMGCL 1
KCNMA1 3
MAP7D2 1
FBXL2 4
MSRB3 5
NCF4 2
KIAA0319L 2
SLC27A6 1
CD70 2
TMED3 2
FAM50B 4
PARD3 5
SUPT16H 2
RBM12 1
MYO6 5
NABP2 5
CYB5D2 1
CNTNAP2 6
PROZ 1
AKNAD1 2
FCHO2 1
TCEAL9 1
CX3CL1 2
GSN 5
BOD1 2
COX5A 4
NME3 5
ATP1B1 4
IFT52 2
EPHA8 5
MYCBP 4
SYP 1
ARPC5 4
MECP2 9
CABP7 1
WBP1L 2
EIF1AD 3
SMIM2 2
TMEM54 1
C8orf48 3
ARHGAP36 2
DDOST 1
SPP1 5
VEGFC 2
MYDGF 4
SUCLG2 1
SCMH1 7
TMEM44 2
UBE2N 7
RNGTT 4
GLRA3 1
TMEM115 3
IQCN 4
UBTF 6
SUPT7L 1
DLST 3
CCDC125 1
AP3D1 1
RECQL5 3
RBM18 1
NMRK2 1
SEC63 2
OIP5 5
EIF4EBP3 2
KIF4A 1
ANGPTL7 1
MBTPS2 1
CYP1A1 3
GPR63 1
RAET1L 1
CSN1S1 2
MAP1LC3B 23
RSPO1 1
AURKB 19
ABTB1 3
ZNRF1 1
SYCP3 1
C1QTNF9B 1
CXCL6 1
MTHFD2L 1
ZNF223 3
GLUD2 2
RPS3A 3
LOC107987462 3
SYT1 2
HEATR1 1
HDAC5 9
ZFP91 1
SHPK 1
ATP5MK 1
AKR1C1 3
COX17 3
FLT3LG 2
MAK16 2
RPS6KB2 4
ERICH5 1
MNDA 2
FHIT 6
PLPPR1 1
IL17RB 1
HEXIM2 4
RAB4B 3
EFCAB2 1
LRGUK 2
USP15 5
TSPAN12 2
ARPP19 1
GRIA3 1
CDC6 4
IMP4 4
AKR1B10 2
MRPL12 3
VWC2L 2
MMP2 5
CCT8 1
NSFL1C 7
PAGR1 4
NOSIP 1
SAPCD2 1
ARHGAP4 2
PTPRR 6
PSKH1 2
RNF175 1
CEP97 8
DAGLB 1
SMG9 5
GREM1 2
PPARG 16
GORAB 2
OAZ3 3
PSMD10 6
DRD5 1
CBLL2 2
MXD3 3
USE1 5
PMEPA1 2
DOC2A 2
BCL6 8
SGMS2 1
ZNF226 1
RBP7 2
IFT172 1
MAP2K6 3
XAGE1A 3
TAB1 7
NFE2L3 2
CNDP1 1
JPT1 2
PRDM13 1
TRAPPC3 5
RHOT1 4
KIR3DL2 2
CHST10 1
TGFB2 1
LRP5 2
GABRD 4
LACRT 1
TSHZ2 1
RIBC2 2
TRIM54 4
KRTCAP2 1
MTG1 2
TBC1D5 2
ATP6V1C2 5
BBS4 12
ETHE1 2
GSTA2 4
ACE2 14
VANGL2 1
MED4 6
LCE2B 1
C3orf56 1
NHLRC2 2
TES 1
CD79A 3
APOF 1
EPS8 8
RBM17 7
TAS2R8 2
DHX16 2
ATP6V1H 2
CTNNB1 68
ZSCAN10 1
RTL8B 2
C22orf15 1
SPCS2 1
RORA 2
FLNC 4
XRRA1 1
SMR3B 3
OTOR 1
METTL13 3
GGT1 1
GUCA2B 1
CUTC 5
BUD23 3
GCLC 1
B9D1 2
EPOR 6
TCF7L2 9
PRMT7 4
POU3F2 1
RNF213 2
TWSG1 2
DAPK2 4
DUS1L 2
ARMC10 1
CORO2B 4
MAPK4 3
GAL3ST2 1
ARPIN 3
DZIP1L 3
FGFR1OP2 1
PAK5 5
ADH5 1
S1PR4 2
GSR 1
DNASE1L1 1
GABARAPL2 12
OLA1 1
IFNA5 1
BCL10 19
EXD3 2
DDX18 1
SP2 2
FOXD2 1
CTRC 3
STX5 6
ULK1 14
TTC5 3
DEK 2
HOXC5 1
NDUFB5 1
MAP3K14 15
LY6H 1
OSBPL8 1
GRB10 8
C18orf25 3
RAB11FIP5 1
KISS1R 2
CEP170B 1
FZD7 5
MAP3K6 3
MED15 6
GALP 1
ADAMTSL2 1
MYO1C 1
CHEK1 11
SCAF8 2
FRS2 1
PRKCE 8
EPB41L3 5
KCNJ11 4
SH3BP2 8
TIGIT 3
PTGES3 2
TAL1 8
TPM2 1
NDUFS7 2
AMPD3 2
ASAP2 2
NSMCE4A 2
TLX2 2
CIB1 3
NFYA 6
LYPLAL1 1
EEF1AKMT3 1
DCD 1
HSD3B1 1
LAIR2 2
CNTROB 3
SCML4 1
FGL2 1
TESC 4
FAM214B 3
ZGPAT 9
TARS1 2
CFTR 23
ITPA 2
ODF3L2 2
SPTAN1 7
RFX1 1
RPS6KA4 2
FAXDC2 1
GAGE5 3
DLG3 5
TOPORS 1
DECR2 1
DPM1 6
CALM3 1
ACSL5 2
FBP2 4
BCL2L11 15
BZW2 1
METTL17 6
TIPRL 4
UBA7 2
SMUG1 6
CYCS 5
STX12 5
LETMD1 4
FOXD3 2
KIAA0040 2
IYD 3
SNX21 3
DROSHA 9
SPOCK1 1
ASCL4 2
ARHGAP45 2
ST8SIA5 2
ZHX1 3
PHLPP2 5
MYO1D 1
ZNF398 1
CDH15 2
NDUFB6 1
UPF1 21
CNOT2 5
C1QTNF3 1
MED8 3
ODAPH 3
HNRNPM 3
SLC24A1 1
FOXP1 3
NTAN1 2
CLK3 8
LRRC42 1
KCTD7 1
MYD88 20
RIOX1 1
HS1BP3 1
NOTCH1 16
KRTAP10-10 1
SYT16 3
PSMA6 7
MAGIX 1
PRKCA 10
ITPK1 1
C11orf65 3
FOXK2 2
CFAP300 1
VTI1B 5
ABT1 3
COG6 2
ALDH8A1 1
BIRC6 2
PRKAR2B 4
TRIM59 2
PDHX 4
IRAK1 8
DCTN3 1
MAP1A 1
CD40 6
RND3 2
IFT57 5
SOD2 4
G6PD 3
DHX29 1
GGTLC1 1
TGM2 14
DDX43 2
CASC3 5
TAF5 1
SLC29A1 2
RNF170 2
CD300LF 4
LPAR3 1
DIABLO 10
TOP1 5
CSTF3 1
CKMT2 2
PSME2 1
PTP4A2 4
CFAP298 2
DGAT2L6 1
OCRL 9
RSU1 2
SLC37A4 1
ADAMTS13 1
DIS3L 4
GTSF1 2
CIBAR1 3
CCND1 18
HORMAD2 1
CGREF1 1
JRK 2
TTC30A 2
CCNL2 4
CNPY3 3
MAGOHB 4
PSPC1 5
RNPC3 1
VIM 16
MKI67 3
VARS2 3
BIRC3 7
MUL1 4
JAG1 4
CD69 2
HMGCLL1 1
TMBIM1 1
ST3GAL5 1
APCS 3
ZNF444 2
STK17B 3
KHDRBS3 3
CDON 2
FOXRED1 1
LDOC1 2
RPP25L 2
PCYT1A 1
RFTN1 1
BEND7 2
AEBP2 4
RRP1B 4
RPL10A 3
PSMD9 6
SNAP25 6
RFESD 2
ACADS 1
RAPGEF4 5
GADD45GIP1 5
CCDC183 1
KRT34 1
PRPF40B 2
ANKRD13D 1
USP14 3
NMNAT1 6
TMEM86A 1
OAZ1 1
SHANK3 4
SNX24 3
AMN 1
DEFA1B 2
MTHFD2 4
POGZ 6
RAI2 2
RECQL4 1
CD83 2
SLC30A6 1
SLC41A1 1
ZDHHC15 1
TM7SF2 1
AP4E1 1
PLEKHA2 2
CDK19 5
ARHGAP31 1
WDR82 2
HLA-DOA 1
ST13 3
UNC45A 4
MYH6 1
P2RY8 1
CLDN11 1
ASB3 2
HACD4 1
PTK6 9
TLN2 2
LYZL2 1
NRDE2 1
GAR1 2
CEP120 1
DEUP1 4
TGIF1 10
C2orf15 1
CHL1 1
QARS1 3
COG7 5
ZNF440 5
MMAB 1
SEC23B 2
TPRKB 1
PLEKHM1 3
BIK 7
ZNF572 3
FBLN5 3
TRAC 1
RPS6KB1 9
RASGEF1C 1
DPEP2 1
STIP1 6
PASK 2
SDHB 3
SKIC3 1
WNT9A 2
SIRPG 2
PDCD1LG2 1
IFIH1 10
WDR1 1
ZNG1A 3
AGAP2 3
NCSTN 6
FOSL2 8
MME 3
BRI3BP 2
ARMC7 5
SMARCB1 11
HAUS2 4
MLYCD 1
ZNF772 2
ZEB2 2
RELL1 1
ZNF501 1
SCUBE2 1
TSPYL4 3
AFMID 1
TMPRSS12 1
CCNB1 9
APOBEC3A 1
MLKL 4
CST4 1
SERP1 2
SLC35A3 1
CCDC102B 5
CD3E 4
TIRAP 10
SLC30A2 5
CCT5 3
SP110 1
FOXP2 8
BMP2 6
CSTF2 8
LPXN 2
F2RL2 1
LRRFIP1 3
MAGEA8 1
NLN 1
CNTN3 1
STAMBPL1 6
PSMD3 3
TIMP1 3
ICAM1 5
SRP9 3
SLCO3A1 1
RHD 1
STYX 2
DDX3X 10
DCAF8 6
PPME1 2
FIBP 4
GFI1B 1
EPHB2 4
GALR1 2
DNAJC15 2
MCM2 11
FGR 5
TTC4 4
CATSPER1 5
XRN1 4
SLC25A25 1
ING5 4
NR4A3 2
TMEM69 1
BRF1 1
EGR2 1
DEFB108B 1
AMDHD2 3
DCAF1 3
UAP1 2
SMIM5 1
RBM3 5
CDC42EP4 1
RTN4IP1 3
TREX2 1
ABCB11 1
SPAG8 1
C14orf178 1
ARFGEF1 8
PLGRKT 4
TSHZ3 3
ZNF502 3
IGF2BP1 2
PPP2CA 28
CHIC2 3
IL11 3
C14orf119 1
UBQLN4 5
BCO1 1
ZNF354C 1
UBA2 3
ZIM2 2
SRPK1 8
CDK5R2 1
CDCA3 3
MRPL28 5
CXCL11 4
TUSC2 3
SCN3B 1
CACFD1 2
HMGN1 1
LRIG3 2
AKAP17A 3
IRAK3 5
UFM1 3
MAP3K7CL 3
UNC5B 2
CHAT 1
LILRB2 9
NAP1L4 1
SFRP2 2
RND1 6
UBE2D1 7
SEL1L3 1
ATL1 5
ARHGEF15 3
LINC02875 2
NDUFV2 4
VPS35 8
KANK1 5
C1orf174 3
BOLA2B 2
STAM2 4
INPP5A 2
ZNF777 1
NCBP2AS2 1
CXXC4 1
BRSK1 1
MED7 5
CCDC43 5
YTHDF1 2
PHKA1 1
SIM2 2
ANOS1 1
ARHGAP21 1
IL7 1
KDM2A 3
OSTM1 1
BEX5 2
CACNG5 1
LSR 1
GTF2F2 4
SLC35G2 3
COPE 3
MFSD5 4
ESPNL 1
BAZ2A 2
IL13RA1 3
RBBP9 1
PDHA2 1
SF1 6
NDUFAF7 2
SIAE 1
GBP6 1
BDH2 1
HES1 1
PACS1 2
RFC4 6
HJV 3
TMEM234 3
NELFB 5
TNFRSF18 3
IRF2 4
PPIF 6
POPDC3 1
LAMTOR3 4
GRK7 2
YIF1A 2
AGA 2
CARTPT 1
CWC27 1
SHCBP1 1
HORMAD1 1
BEGAIN 1
JUND 4
AKR1C2 1
LCN2 1
CACNA1F 2
RBBP4 7
RRM2B 4
RFX3 5
ADAMTSL4 2
PRPS2 4
ECRG4 1
MSRB2 1
KDM3B 3
LAMTOR4 4
RNMT 2
DEFB1 1
DNAJC11 3
MIDN 1
RBMS3 1
USP22 5
THRB 4
NUDT1 4
KCNA1 2
RSL24D1 2
SEL1L 5
C1QL4 2
ZNF224 2
CD19 2
GNAQ 4
HTR3C 2
SPDYA 1
OBSCN 3
SEC16B 1
RAN 8
ATP11A 3
RAP1B 5
PACRGL 2
PRPF38A 6
CCR8 1
GRAP 4
ZNF317 2
SERPINC1 2
TGFBR1 6
RAP1GDS1 3
IL21 1
APOA1 8
PTPRC 3
PTCD3 5
NUDT3 3
TCF4 16
KCNA6 2
CEP43 6
GM2A 1
CAPN5 1
IQSEC2 1
MBD3 5
SOD3 2
IGFBP6 3
PARD6B 6
RPL7L1 1
CHMP1A 4
PRPSAP1 4
UPF2 8
SFT2D1 1
TXNDC11 1
STRN4 3
SLC6A5 1
LIN37 5
CTRB2 1
GORASP1 1
GJB1 1
NLRC5 2
ASB2 3
IER5 1
LTBR 4
RAB14 3
PIGT 3
DAPK1 9
ZNF740 2
KCTD11 1
CUL2 12
SCP2 4
CYP2W1 1
MAGEH1 3
TMUB2 3
MRPL44 3
WDFY3 6
PIK3CB 5
TMEM167B 1
ODAD3 4
APOOL 1
KCNH7 1
OTOP2 1
GPR52 1
H1-4 3
LCE1E 1
ELF4 2
JAGN1 2
LZTR1 1
CD82 3
NRSN2 1
PTPN14 3
CCL15 1
BRINP3 1
KRTAP2-4 1
LVRN 1
TSTD2 3
KLHL34 3
NIPAL4 1
AGBL2 2
RXFP4 3
RAB2B 4
EXOC5 3
S100A7A 1
FASTK 3
TPH1 3
GNPTAB 1
PTPRE 3
TMSB4X 4
ZNF19 1
NQO1 1
KRT15 2
CUL4B 13
MIIP 1
CXorf51B 1
YTHDC1 3
KCNE5 1
TTC7A 1
SLC9A8 1
XPNPEP1 2
CHD4 3
LRRC27 3
TMEM147 2
ARFIP1 2
TASP1 1
SEPTIN14 2
RPS8 2
C20orf203 1
TRIP13 6
TUBB4A 3
ANXA10 1
ANKS6 2
WDR76 2
ZNF101 2
KSR1 4
NUDT9 1
EID3 5
HIRA 2
TBL3 2
NKX3-2 1
GCNT1 2
ARHGEF26 2
STX1B 1
AK3 2
NTRK2 3
IFNA10 1
KRTAP5-11 1
FRZB 2
CILK1 5
SEC24D 3
VASP 10
ZNF595 1
PDLIM7 5
REPS1 5
NPIPB3 1
COL18A1 4
GTF2I 4
SBF1 1
TDRD7 3
NXF1 16
PNPLA4 1
SLAMF1 6
KLHL36 3
ATP1B4 1
TBC1D10C 2
COP1 8
LONP1 1
PDCD10 8
RNF4 3
SFTPB 1
PPFIA1 3
SRGAP2C 1
CLN3 2
GOLGB1 1
RCOR2 2
KLRD1 1
PPP1CA 25
BRD2 2
RNF167 2
ANKFY1 3
JAM2 2
GPX3 1
USP30 2
MANF 2
NIT1 3
RPL28 5
SSTR2 2
A4GALT 1
FHL1 5
DPF1 2
PRKCSH 2
MED27 1
SLC13A5 2
PRXL2B 2
SAFB 3
KHDRBS1 12
DDX31 1
FOXE1 2
BMP15 1
AMBP 1
NOM1 1
MAP7 1
ADAP1 2
SEC61G 3
CPA6 1
CHRNA5 1
TMPRSS3 2
SPEG 2
CCDC93 2
HOXC13 2
MCFD2 3
FASN 2
RBM41 4
EDRF1 1
ATP6V0C 5
PPM1A 10
SGCG 2
SOX4 2
MAPT 26
KMT2B 5
TBCK 1
ACOT6 1
C2CD6 2
BMP5 3
CCK 2
EDNRA 2
IDO2 2
NDRG1 3
CERT1 5
PLXNB2 2
DNAJB1 2
SLC7A1 3
FAHD1 1
ZNF221 2
SSX5 3
DNASE1L3 1
GNA13 3
PREB 2
C1QTNF6 3
COX6A2 1
ANGPTL3 2
ACP1 3
KRT17 3
RPL8 1
DOCK5 3
COL3A1 2
ULK2 2
MT1X 1
ZHX2 2
ZNF70 1
ZACN 1
ULK3 3
INPP5K 4
HDC 1
NXPE3 1
CES3 1
WT1 8
RIT1 5
PAK3 2
CHMP4A 3
TCF19 4
C19orf47 1
CCL3L3 1
ENO1 2
VAMP5 3
ZCCHC13 2
NRIP3 3
SLC39A9 2
MYOT 3
FOXF1 1
MAST2 4
HENMT1 3
ZNF653 1
SNX8 4
DDX49 2
ZNF10 2
USH1G 3
FBXO2 2
ZNF433 3
TBC1D8 1
PSMD12 2
CSTPP1 4
MFSD11 2
YES1 18
SLC5A12 1
CANT1 2
CELF5 2
SCARA3 1
SELENOK 1
RNF39 1
KPNB1 9
ZNF696 1
SRPRB 1
TRIP12 3
TOP3A 2
CLBA1 1
LOXL2 6
SMTN 1
PITX1 4
ATPAF2 7
SLC4A7 1
PIK3C3 10
DNMBP 2
PRSS21 1
RBMX 7
RTN4R 2
GNG11 4
MINDY3 3
SAMD1 1
SLC9A3 1
NRIP1 6
ST8SIA1 1
SCYL1 3
TRIM15 1
OPA1 3
ALKAL1 1
IFT140 5
ATL2 1
MAGEA10 2
NUP93 1
PPM1H 3
PDCD5 2
DEFB115 1
DLD 2
GRPR 1
HTRA4 3
DYRK2 5
ICMT 2
SPSB1 5
FSBP 3
PPM1G 3
IFFO1 1
ADSS2 2
PTTG2 1
NOMO1 1
SNX11 3
CUL1 17
MMS19 5
FARSB 1
TERF1 16
B4GALT3 2
KLK8 4
LZTFL1 6
LRRN4 1
KRTAP10-7 2
AHSP 3
SPIDR 1
GET4 3
TMEM60 1
WNT8A 1
RTCA 2
MYO19 1
STK16 8
BAG3 10
FGF17 1
STIM2 2
TRIP10 5
STEAP1 1
VCL 6
ARCN1 1
LPIN3 1
PHKB 3
RCBTB2 4
KRTAP1-3 1
ZNF624 3
IFNA8 2
POPDC2 1
PCDHA4 4
TSPAN5 3
INAVA 2
RPL7A 1
BCAS2 5
PHC1 4
DES 6
WDR20 2
ZNF195 1
DDX24 2
CHST9 1
TMEM248 2
H2BC21 1
IFTAP 4
GABPB2 3
GMPPB 3
SELE 1
GOT1L1 1
OTUD1 1
FGFRL1 1
IL1RAP 3
GPR37 4
SALL2 4
HNRNPR 4
RPP30 3
NEUROG3 4
FOXA3 3
ARHGEF6 5
RIBC1 3
SPATA46 3
C19orf38 1
ABL2 12
USP26 1
MAP1S 1
ANKRD2 2
ERCC1 6
SNN 1
PAX5 1
KIF1B 7
ABCB5 2
RECK 4
MRPL19 1
COX15 1
NOL8 1
FBXO6 5
OXSR1 7
SRRT 2
EPHA4 7
BRD3 2
NINJ1 2
DCAF7 5
ATG10 2
AACS 1
SEC61B 1
RALGPS1 1
PTRHD1 1
SNAPC3 3
KIRREL2 3
HLF 2
QKI 7
PPP1R37 1
CREB3L1 3
RASSF1 11
CTPS1 2
LYPD4 1
SHBG 1
ETFBKMT 1
ALG5 1
SERPIND1 1
TP53BP2 18
IGBP1 6
PEF1 6
YBEY 1
PCDHB11 1
CHST1 1
TRPC4AP 2
PRCC 4
RIDA 3
FTL 7
MLLT6 4
CDK5RAP2 3
SLC5A4 1
ACSM2B 1
SMOX 1
GNS 2
TFAM 3
SHC1 21
SURF1 2
OSTC 1
CT45A10 1
FUOM 1
FBXO7 8
PNPT1 1
PLPP4 2
CYP4X1 1
C19orf73 1
CFAP100 1
LCE3E 2
ZBTB16 7
ATP6AP1 1
TAP1 10
ARHGEF1 4
PHF13 2
PLA2G2A 4
ASCC2 4
PACSIN3 6
ANLN 2
CCDC121 4
STK32B 2
CCHCR1 5
USB1 2
TRAF2 22
CKMT1A 1
NCOA2 2
SMS 1
DPEP1 3
STAG2 10
FBXO32 2
MACIR 3
ZHX3 3
FNDC4 1
MOK 3
NCF1B 1
TYRO3 6
FNBP1L 1
SDC4 6
RPA4 1
SYT15B 1
RBM33 1
RABL2B 1
GID8 1
ALDH2 3
CYBC1 3
SLC4A2 1
MRPS31 1
C8orf34 1
SOX3 1
CNBP 3
EDA 1
TGFBR3 2
PIDD1 4
ZKSCAN1 2
GLIPR1L2 1
SPTLC1 3
SNRPD2 5
GMCL1 4
NRCAM 1
CD274 8
SSX7 1
CLIP3 1
DNAJA2 2
NR3C1 14
MFN2 5
KRTAP5-6 3
ETV3 1
RBP1 1
DYNC2I2 4
XCL2 2
PNPLA2 1
LEMD2 1
SCGB1D1 2
DENND1B 2
MEX3C 1
PCCA 2
DLX6 1
LYRM1 1
RHO 2
LGALSL 2
ZNF628 1
RAB11FIP3 5
ARL6IP5 1
SRSF7 3
TOB1 5
PGS1 1
ETFRF1 3
SLC46A3 1
IRX2 1
CDH1 18
DPYSL3 6
DPYSL2 6
RAD52 3
L3MBTL3 10
TNFRSF10A 5
SFTA2 1
RCL1 1
TFIP11 3
ATP13A1 2
MGAT1 1
SNX32 5
RARA 28
TRIP6 6
SP4 3
NDUFS2 1
HYAL3 3
KRT222 1
TXLNB 6
SIRPD 1
VPS53 2
UBE3C 1
TSPO 3
AP1G1 4
SOX7 1
EGFR 82
TFAP2C 4
NREP 3
TAT 3
TKT 1
LYRM7 2
PDIA6 1
PSME3IP1 2
PRKRIP1 1
AGO2 25
RNASE7 1
HOPX 4
ELAC2 1
CD1B 1
PMEL 1
CHCHD5 1
TAS2R60 1
SMG6 2
PLA2G12A 1
KRT4 3
EVA1C 1
RPL9 4
KCTD15 3
PKD1L1-AS1 1
ITGA2B 6
DCK 1
GLS2 1
FAM20A 1
SRPX2 1
MYG1 3
C2CD2L 1
CRCP 2
CD200R1 2
ZNF574 2
ZG16 3
CHEK2 15
ZNF829 1
FHL2 15
BAMBI 1
TRAIP 4
CTXN3 1
EPAS1 10
RAD51C 11
CELSR2 2
MAGEA9B 1
LARP4B 1
CCNL1 3
LMAN2L 1
PPP2R5D 9
TAX1BP1 5
ADAM32 1
ELAVL2 3
SSBP2 1
LCMT2 1
MAEA 1
ING4 8
AZGP1 2
TMEM218 2
PCNT 3
TGFBRAP1 1
IDH3G 1
PROX1 4
INVS 4
MAP3K4 6
MBIP 2
PCDH1 1
CELF1 3
MEST 3
RHCG 1
ZBTB26 2
P4HA2 3
CHMP4C 3
NR1H2 10
NRBP1 6
ZNF774 2
DBNL 4
CYP20A1 1
ST6GALNAC1 1
NOG 2
CD207 2
CHRDL1 1
HOXB5 3
ATR 4
SDC2 4
BCAP31 6
FAM172A 1
CLEC18A 3
CRBN 5
TGM3 1
TAF13 2
H4C7 2
AR 43
RSBN1 1
MMP9 2
TMOD1 1
AP5M1 2
TNFRSF8 1
CDK20 3
SPPL2B 1
IL10RB 1
EXOSC9 3
AGMAT 1
PMPCB 1
MARCO 1
CDK17 4
TGDS 2
CDK11B 4
NAP1L1 10
CAPG 2
GNAO1 1
ZBTB32 6
HSPA8 16
SLC1A1 3
VTCN1 1
LDHD 1
PIBF1 4
SNRPA1 4
LAMA4 1
IGHMBP2 1
MRPS34 1
DNM1L 12
CMTM4 2
EPN3 1
HMG20B 7
CYP2B6 1
CAMK4 3
HIC2 3
PTAFR 2
GNGT1 2
ZC3HC1 1
MTR 1
IFITM3 4
MITF 2
DNAAF6 1
SETBP1 2
PALM2AKAP2 2
NPLOC4 3
GTF2E1 2
WIPF2 1
HMMR 3
EPHB6 6
OTUD4 3
MYO10 4
ANGPT1 2
SOD1 6
APOBEC3C 3
PTGR3 1
ETV7 2
DCLRE1B 3
LCP2 15
TMEM123 4
NFYB 5
PTGFR 1
PLK1 37
LAMTOR2 6
PENK 1
TBC1D21 1
ANKK1 2
EFNB2 2
H2AC17 2
AZU1 2
BOK 1
ARHGEF9 2
RAB3D 2
IQCF3 1
JRKL 1
ATXN7L2 1
PALM3 1
TAMM41 1
ZSCAN22 3
EID2B 4
ADRA2A 2
SPDL1 2
TMEM50B 1
DNAJB6 7
CTCF 6
CDY2A 1
KATNIP 2
RALGPS2 2
SF3B1 4
EMSY 3
EP400 6
SDF2 1
OPRD1 3
MPZ 1
BMPR2 2
TMEM139 1
MYRF 1
TTC23L 2
SIKE1 3
CDH23 1
PIK3CD 6
TLR4 14
RAD23A 8
PEX3 6
MCF2 2
RETN 1
POLL 5
PLA2G10 3
NUP133 5
ARHGEF16 5
KDM5C 3
TRIO 3
TSPYL1 2
TCF21 3
NFRKB 2
MIS18BP1 2
PPIL2 4
LPGAT1 1
NRXN1 1
EMCN 1
NCL 9
KLHL7 1
USP46 4
SLC25A13 1
H2BC13 1
TOP2A 4
VAMP4 6
NPVF 2
SLC27A3 1
POR 2
PLEKHO1 5
NSRP1 1
LRP2BP 1
DIDO1 2
CBX6 6
CMTM7 1
PTPN6 19
PDK3 3
OPRM1 8
PNN 4
EXOSC8 6
EPB41 4
CBX2 6
TFDP3 3
CHST6 1
DNAJC5B 1
DIAPH1 5
MRPS11 2
PPP5C 9
ZNF136 4
AADAC 1
TWF1 2
DCAF4 3
TERF2IP 10
PSME4 2
ZBTB20 1
SERGEF 3
CSNK2B 11
G2E3 3
NAPRT 2
TSPAN7 3
RB1CC1 6
INTS4 3
CCDC167 1
DKK4 1
LYRM2 3
ZCCHC7 1
ZNF273 1
FBXW8 3
CLDN8 2
SLC36A3 1
ERCC3 9
SRC 57
ELK3 5
RPRM 4
PDE6D 5
EIF3G 6
POLM 3
AQP10 1
COQ3 2
